name,short_name,lat,lng,zoom,tiles_wide,tiles_high,constant_max,constant_mean,constant_min,constant_stdDev,NDVI_max,NDVI_mean,NDVI_min,NDVI_stdDev,NBR_max,NBR_mean,NBR_min,NBR_stdDev,NDUI_max,NDUI_mean,NDUI_min,NDUI_stdDev,GNDVI_max,GNDVI_mean,GNDVI_min,GNDVI_stdDev,NDWI_max,NDWI_mean,NDWI_min,NDWI_stdDev,Shade_max,Shade_mean,Shade_min,Shade_stdDev,NDBI_max,NDBI_mean,NDBI_min,NDBI_stdDev,NMDI_max,NMDI_mean,NMDI_min,NMDI_stdDev,NDBSI_max,NDBSI_mean,NDBSI_min,NDBSI_stdDev,NBaDI_max,NBaDI_mean,NBaDI_min,NBaDI_stdDev,WVP_max,WVP_mean,WVP_min,WVP_stdDev,AOT_max,AOT_mean,AOT_min,AOT_stdDev,LST_max,LST_mean,LST_min,LST_stdDev,SAVI_max,SAVI_mean,SAVI_min,SAVI_stdDev,UHSI_max,UHSI_mean,UHSI_min,UHSI_stdDev,png_1_ratio,png_2_ratio,png_5_ratio,png_6_ratio,png_9_ratio,png_3_ratio,png_4_ratio,png_7_ratio,png_8_ratio,1_ratio,2_ratio,4_ratio,5_ratio,6_ratio,9_ratio,3_ratio,7_ratio,8_ratio,degree_of_urbanization,night_light_intensity,population_density_per_km2,built_area_km2,built_height_m,msz_class,gis_occurence,NO2_mol_per_m2,pm25(microg/10m3)
IIT Kharagpur,IITKGP,22.31724004,87.30721292,19,9,9,,,,,0.842696607,0.494910829,-0.012062547,0.172108208,0.668200552,0.262211687,-0.29722923,0.162571823,0.346512496,-0.063546477,-0.38724491,0.115026428,0.750889659,0.485227672,0.022969188,0.127723373,-0.022969188,-0.485227672,-0.750889659,0.127723373,1.01206255,0.505089171,0.157303393,0.172108208,0.346512496,-0.063546477,-0.38724491,0.115026428,-0.103849351,-0.289400145,-0.476385385,0.051261131,0.620359302,0.220771347,-0.111252144,0.137958675,0.629177153,0.258184459,-0.150154486,0.077253842,2717,2215.79131,1869,92.56732728,324,324,324,0,3687,1895.064562,952,493.3964321,1.263875842,0.742231496,-0.018092472,0.258114271,2.259854078,1.54502532,0.970069468,0.228665547,0.932754517,0.012130737,0.018295288,0,0.035522461,4.58E-05,0.001251221,0,0,0.153671265,0.149353027,0.67868042,0.017868042,0,0.000427246,0,0,0,30,11.13749981,140.6973724,0.007900037,1.054283857,13,,6.08E-05,4.835000038
NIT Surathkal,NITK,13.01110877,74.79429593,19,9,9,,,,,0.774647892,0.439316464,-0.090154208,0.19008812,0.673835099,0.177167567,-0.394785851,0.211041519,0.472510576,0.003872399,-0.411628366,0.157757122,0.690742135,0.457175473,-0.346956164,0.135310717,0.346956164,-0.457175473,-0.690742135,0.135310717,1.090154171,0.560683535,0.225352108,0.19008812,0.472510576,0.003872399,-0.411628366,0.157757122,-0.069019198,-0.261735545,-0.484078586,0.070536511,0.759096503,0.282277967,-0.093138129,0.16707868,0.584555507,0.302129674,-0.170334145,0.115125508,3832,3301.154618,2635,154.9154489,276,271.002229,264,3.292434723,5639,2478.984284,1190,720.2169843,1.161830783,0.658872615,-0.135191217,0.285087388,2.208928585,1.49181784,0.953271031,0.246641169,0.91796875,0.010345459,0.043029785,0.000213623,0.021270752,3.05E-05,0.007141113,0,0,0.098876953,0.006149292,0.880371094,0.014602661,0,0,0,0,0,30,3.575000048,333.4313049,0.020767557,2.631454706,23,5,3.43E-05,2.049166703
VIT Vellore,VITV,12.97342492,79.15980057,19,8,8,,,,,0.861316383,0.372197654,-0.209825993,0.204506249,0.685155511,0.107896056,-0.415423512,0.194209457,0.459118038,0.036857703,-0.478615075,0.147826242,0.779001474,0.430213231,-0.58568871,0.15806862,0.58568871,-0.430213231,-0.779001474,0.15806862,1.209825993,0.627802346,0.138683617,0.204506249,0.459118038,0.036857703,-0.478615075,0.147826242,-0.07270883,-0.258377813,-0.547874153,0.067532812,0.794373989,0.332330024,-0.13509804,0.165554739,0.643214524,0.342056885,-0.411464959,0.135636412,3024.5,2135.787317,1605.5,192.3869489,160,157.513155,143,5.095742468,5915,2703.847606,218.5,1006.394775,1.291827679,0.558206561,-0.314631641,0.306709483,2.190688848,1.371070051,0.888090372,0.213587638,0.887817383,0.016616821,0.033081055,0.000213623,0.057037354,6.10E-05,0.005172729,0,0,0.029190063,0.064300537,0.877182007,0.029159546,0.000106812,6.10E-05,0,0,0,30,15.15642834,124.07073,0.007730012,0.9793203,13,5,2.39E-05,2.317500043
New Horizon College Of Engineering ,NHCE,12.93428921,77.6923294,19,4,4,,,,,0.849167705,0.151104685,-0.266741693,0.143193968,0.524354339,-0.014082417,-0.571993649,0.116066339,0.640931487,0.082483473,-0.31023103,0.095479448,0.768847466,0.221731286,-0.335597545,0.137024351,0.335597545,-0.221731286,-0.768847466,0.137024351,1.266741753,0.848895315,0.150832295,0.143193968,0.640931487,0.082483473,-0.31023103,0.095479448,0.046072841,-0.266401947,-0.458038419,0.046937283,0.908515215,0.465689394,-0.072188541,0.099118251,0.738788009,0.23670552,-0.331820995,0.127347432,1932.5,1376.756089,907.5,152.0976024,253,251.94388,240,2.087087651,6581,3016.641546,1199.5,853.8236459,1.273607373,0.226625648,-0.400075018,0.214757277,1.700035334,1.155228852,0.910261035,0.125017436,0.743209839,0.008010864,0.169525146,0.0027771,0.076477051,0,0,0,0,0.028015137,0.007019043,0.699569702,0.208892822,0.036895752,0.019607544,0,0,0,30,74.58321381,1073.104004,0.0668789,8.471600533,2,5,4.32E-05,3.108333365
Presidency University,PRU,13.17080923,77.53608429,19,5,5,,,,,0.837802947,0.286184996,-0.044492569,0.15794567,0.580581784,0.014387898,-0.348788202,0.122477752,0.371818483,0.117875844,-0.368851066,0.091457172,0.735061824,0.410573177,-0.035357472,0.122685043,0.035357472,-0.410573177,-0.735061824,0.122685043,1.044492602,0.713815004,0.162197053,0.15794567,0.371818483,0.117875844,-0.368851066,0.091457172,-0.098248608,-0.219555222,-0.465859979,0.043491093,0.648406923,0.415845424,-0.06942609,0.114163304,0.604794741,0.401680624,-0.274896741,0.097227013,1921.5,1418.773969,1096,68.21631015,234,234,234,0,5884,3627.069024,1170.5,657.8095481,1.256588697,0.429224622,-0.066735566,0.236884663,1.861824632,1.31612569,0.840198994,0.139084731,0.561630249,0.025085449,0.118499756,0.000961304,0.24055481,0,0.053268433,0,0,0.005493164,0,0.945663452,0.048843384,0,0,0,0,0,30,6.807142735,5.160662,0.000321012,0.040701784,,,2.85E-05,2.368333395
UPES University Dehradun,UPES,30.41500746,77.96948155,19,6,6,,,,,0.884585917,0.593214724,-0.002419355,0.202515374,0.714392126,0.360962744,-0.278325111,0.222504562,0.370569289,-0.140834779,-0.464376599,0.149761503,0.807629228,0.56410136,-0.006188569,0.154250994,0.006188569,-0.56410136,-0.807629228,0.154250994,1.002419353,0.406785276,0.115414083,0.202515374,0.370569289,-0.140834779,-0.464376599,0.149761503,-0.106048055,-0.329875094,-0.522608101,0.066332113,0.576463223,0.132975248,-0.161725953,0.172051515,0.628184259,0.253606074,-0.185864583,0.095306798,1890,1271.013443,747,118.6965253,152,148.4516912,144,1.55513426,3417,1885.047055,498,523.3875059,1.326751709,0.889670249,-0.003628667,0.30371238,2.537688494,1.722423553,1.033907175,0.400635514,0.738037109,0.008102417,0.249450684,0,0.00440979,0,0,0,0,0.178161621,0.311904907,0.486190796,0.019744873,0,0.003997803,0,0,0,13,6.971786022,34.62362,0.001689433,0.2418559,,,2.35E-05,2.225000024
Shri Vishnu Engineering College For Women,SVECW,16.56760579,81.5227891,19,5,5,,,,,0.866547525,0.471778224,-0.361355931,0.234607051,0.801418424,0.287855969,-0.467483521,0.228977963,0.574868321,-0.101754765,-0.692390442,0.181283401,0.768194735,0.448151937,-0.563282311,0.211955972,0.563282311,-0.448151937,-0.768194735,0.211955972,1.361355901,0.528221776,0.133452475,0.234607052,0.574868321,-0.101754765,-0.692390442,0.181283401,0.095788047,-0.319177892,-0.718642414,0.092963308,0.943116188,0.213233505,-0.209738106,0.196422347,0.60312885,0.188074751,-0.730656624,0.196238746,4131,3114.345631,2563.5,174.7756795,439,432.7139408,426.5,2.252930654,4795,2116.165871,246,764.4956504,1.299692273,0.707561845,-0.541666687,0.351859188,2.244665623,1.54978089,1.013966918,0.283130004,0.717880249,0.007293701,0.274642944,1.53E-05,0.000152588,1.53E-05,0,0,0,0.118240356,0.058822632,0.783691406,0.036712646,0.000518799,0.00201416,0,0,0,23,4.097142696,219.5266418,0.013232046,1.704343438,13,5,2.31E-05,2.905000035
Gayatri Vidya Parishad College Of Engineering For Women,GVP,17.81986155,83.3414272,19,5,5,,,,,0.790656984,0.431813783,0.053915504,0.153839595,0.561145604,0.18576722,-0.193198264,0.124998896,0.236660123,-0.007460829,-0.282167047,0.080640516,0.680751145,0.447068585,0.102440827,0.107384001,-0.102440827,-0.447068585,-0.680751145,0.107384001,0.946084499,0.568186217,0.209343016,0.153839595,0.236660123,-0.007460829,-0.282167047,0.080640516,-0.142827421,-0.264906684,-0.401897937,0.033468079,0.559719801,0.280362694,-0.029272065,0.111955872,0.499471724,0.28755154,-0.113602832,0.06943777,3068,2734.256712,2504.5,78.00720745,235,228.2904501,218.5,3.544627927,4069,2644.145945,1157,390.9645968,1.185837388,0.647631261,0.080866106,0.230723118,2.054094315,1.454371497,1.029232144,0.173677609,0.824768066,0.010528564,0.155288696,7.63E-05,0.009338379,0,0,0,0,0.016235352,0.002120972,0.956939697,0.024703979,0,0,0,0,0,21,6.727499962,48.52572,0.002885607,0.3742007,,8,3.99E-05,3.224166695
Amrita Vishwa Vidyapeetham,AMR,10.90406858,76.89839277,19,7,7,,,,,0.830618203,0.495187583,-0.220949262,0.178381926,0.650421262,0.229583015,-0.363880694,0.187040096,0.46437037,-0.05145115,-0.381539017,0.133120462,0.751995325,0.516714082,-0.641783416,0.110225549,0.641783416,-0.516714082,-0.751995325,0.110225549,1.220949292,0.504812417,0.169381797,0.178381926,0.46437037,-0.05145115,-0.381539017,0.133120462,-0.027955158,-0.291729341,-0.54070121,0.056927403,0.820877254,0.226680634,-0.095058396,0.151066726,0.676612139,0.323534108,-0.488221705,0.10139235,2490,2092.983526,1729,93.08187233,171.5,168.1209311,165.5,1.972776715,4994,2567.216109,1328,679.4051611,1.245792866,0.742677135,-0.331333518,0.267530421,2.113483906,1.481461122,0.551827371,0.2260371,0.864608765,0.023071289,0.061676025,0.00163269,0.039260864,6.10E-05,0.009689331,0,0,0.082870483,0.019210815,0.881072998,0.016845703,0,0,0,0,0,21,2.953214169,433.6837769,0.027435809,3.449415207,23,,2.86E-05,2.56583337
REVA University,REVA,13.11662955,77.63627856,19,3,3,,,,,0.861139536,0.311499498,-0.045414068,0.165497219,0.651803911,0.071417962,-0.254252076,0.122826341,0.313615859,0.071560529,-0.404436052,0.100329572,0.758809686,0.408624256,-0.041745219,0.129300388,0.041745219,-0.408624256,-0.758809686,0.129300388,1.04541409,0.688500502,0.138860464,0.165497219,0.313615859,0.071560529,-0.404436052,0.100329572,-0.104389526,-0.237669892,-0.482491702,0.051537435,0.635059237,0.380030515,-0.122820199,0.116927741,0.655948579,0.349271557,-0.279019922,0.117674229,1871,1419.242911,987,115.8143489,238,237.908297,237,0.288457034,6143,3141.879604,1629,711.5536057,1.291599154,0.467185079,-0.068116769,0.248206492,2.094623566,1.345479321,0.982070804,0.142068623,0.513778687,0.017578125,0.111480713,0.006866455,0.258544922,1.53E-05,0.09173584,0,0,0.004714966,0.001754761,0.943634033,0.047409058,0.002258301,0.000228882,0,0,0,30,21.74892807,16.72294,0.001040688,0.1319218,,,3.48E-05,2.584166741
The Institute of Company Secretaries of India,ICSI,12.36485236,76.62762701,19,3,3,,,,,0.840822697,0.294143341,-0.029508196,0.160999707,0.62086612,0.008064363,-0.530457973,0.152256868,0.525869608,0.087899612,-0.40946421,0.112700613,0.771805525,0.356758358,-0.022539549,0.1327813,0.022539549,-0.356758358,-0.771805525,0.1327813,1.029508233,0.705856659,0.159177303,0.160999707,0.525869608,0.087899612,-0.40946421,0.112700613,-0.091669701,-0.252814854,-0.506853342,0.05071168,0.712830305,0.396878135,-0.117180467,0.125694471,0.812250316,0.353198249,-0.182686448,0.094591479,2700,1992.873891,1222,163.5132057,220,218.5937118,215,0.739265418,10765,2529.799864,714,718.9024371,1.26109314,0.441140573,-0.044258997,0.241455652,2.045454502,1.227266394,0.709003925,0.162437824,0.864761353,0.014877319,0.10458374,0.001831055,0.013916016,3.05E-05,0,0,0,0.009460449,0.020721436,0.888671875,0.08114624,0,0,0,0,0,30,16.65642929,305.2463989,0.01910888,2.415143251,13,1,2.88E-05,2.505833371
Ramaiah University of Applied Sciences,RUAS,13.0294126,77.56982236,19,4,4,,,,,0.878641844,0.353413945,-0.093928978,0.233931324,0.642282665,0.12202941,-0.316975862,0.164326515,0.349344969,0.000540932,-0.438443482,0.115600512,0.794861436,0.400504666,-0.070232145,0.196580836,0.070232145,-0.400504666,-0.794861436,0.196580836,1.093928933,0.646586055,0.121358156,0.233931324,0.349344969,0.000540932,-0.438443482,0.115600512,-0.121518463,-0.284910868,-0.514501154,0.05324602,0.659101546,0.323563493,-0.158542663,0.160811604,0.639803052,0.305151253,-0.2461216,0.135805004,1749,1372.906992,1014,109.6722832,233,229.3903004,225,2.430753332,5529,2430.05396,1231,484.864969,1.317818403,0.530036239,-0.140883386,0.350835139,2.024671078,1.30643882,0.936531365,0.211062933,0.695907593,0.0128479,0.227142334,0.000534058,0.013885498,1.53E-05,0.049667358,0,0,0.00100708,0.069519043,0.806854248,0.122528076,0,9.16E-05,0,0,0,30,40.22285843,1301.809326,0.081070386,10.2731781,1,4,6.08E-05,2.680833411
United College of Engineering and Research Prayagraj,UCER,25.34328361,81.91115018,19,5,5,,,,,0.743930101,0.41144913,0.019196587,0.149384628,0.621256769,0.181683314,-0.397943825,0.15150486,0.365367651,-0.049961724,-0.365798175,0.102806258,0.68784225,0.423296076,-0.047718931,0.126926684,0.047718931,-0.423296076,-0.68784225,0.126926684,0.98080343,0.58855087,0.256069899,0.149384628,0.365367651,-0.049961724,-0.365798175,0.102806258,-0.164491311,-0.307026605,-0.461690694,0.039445261,0.648231983,0.269294573,-0.028501451,0.119476101,0.582124174,0.264897314,-0.43768546,0.078614903,1933,1572.524138,1258.5,82.70584187,201,201,201,0,6261,2282.541375,507,524.193616,1.115700364,0.617083154,0.028792322,0.224042041,1.987686276,1.327798123,0.871774614,0.169831041,0.767959595,0.011550903,0.220306396,0,0.000152588,3.05E-05,0,0,0,0.113769531,0.021514893,0.81072998,0.053970337,0,1.53E-05,0,0,0,23,7.92464304,152.9677582,0.00819739,1.119793057,2,5,4.21E-05,5.568333483
Dr. Ambedkar Institute Of Technology,AIT,12.96377802,77.50599665,19,7,7,,,,,0.844027042,0.245087117,-0.062669165,0.166184364,0.536578655,0.038621574,-0.322135955,0.120349721,0.378833681,0.040884466,-0.345202625,0.085583836,0.789085686,0.311729234,-0.058749739,0.150237484,0.058749739,-0.311729234,-0.789085686,0.150237484,1.062669158,0.754912883,0.155972958,0.166184364,0.378833681,0.040884466,-0.345202625,0.085583836,-0.115789473,-0.281535445,-0.45562923,0.035613014,0.649714112,0.397898675,-0.090578228,0.114780873,0.619872749,0.28134902,-0.2825827,0.11089587,1845,1480.863665,1131.5,87.26400053,255,253.7696856,253,0.5341971,4884,2743.394578,1481,449.0443491,1.26590693,0.36758169,-0.093998857,0.249239356,1.817528129,1.181931777,0.906572163,0.128442377,0.698913574,0.006546021,0.268203735,0.001708984,0.024597168,3.05E-05,0,0,0,1.53E-05,0.001068115,0.829940796,0.16897583,0,0,0,0,0,30,60.9553566,640.2146606,0.03989055,5.053564548,14,3,6.60E-05,2.886666719
The Oxford College Of Engineering,OCE,12.90188247,77.63146967,19,4,4,,,,,0.809061944,0.117135157,-0.060692888,0.113842359,0.442311674,-0.071861625,-0.512845874,0.095790733,0.531294584,0.097242319,-0.281378925,0.078235982,0.744594276,0.178901069,-0.068261087,0.10997321,0.068261087,-0.178901069,-0.744594276,0.10997321,1.060692906,0.882864843,0.190938056,0.113842359,0.531294584,0.097242319,-0.281378925,0.078235982,-0.034406707,-0.280249217,-0.431443721,0.032611382,0.735349655,0.490053581,-0.033796445,0.078876489,0.756448686,0.248101988,-0.292977124,0.104889786,2060.5,1443.58336,991,120.7252075,252.5,252.1548913,251.5,0.361218665,4928.5,2708.445161,953.5,452.7662122,1.213424802,0.175677083,-0.091034591,0.17073397,1.597861409,1.055364103,0.880814254,0.07524564,0.800262451,0.012786865,0.170883179,0.002441406,0.013626099,0,0,0,0,0.004684448,0.00668335,0.778442383,0.207183838,0.002655029,0.000350952,0,0,0,30,59.59000015,1181.8357,0.07367448,9.331191,14,6,5.01E-05,3.057500029
PES University,PESU,12.93445337,77.534122,19,6,6,,,,,0.847676039,0.230306393,-0.070873909,0.167970843,0.654499769,0.024029126,-0.544910192,0.120528584,0.594167173,0.055231423,-0.410164356,0.083964138,0.746858001,0.294489123,-0.068347543,0.15609157,0.068347543,-0.294489123,-0.746858001,0.15609157,1.070873857,0.769693607,0.152323961,0.167970843,0.594167173,0.055231423,-0.410164356,0.083964138,-0.056062266,-0.274751223,-0.485864848,0.037350285,0.765329003,0.412462515,-0.127778739,0.114114864,0.645231068,0.277633189,-0.281147599,0.110021683,1975.5,1437.921676,1015,110.8336062,256,254.7601614,253,0.78608012,5322,2714.975466,1459.5,483.0676208,1.271408439,0.345412777,-0.106297754,0.251920221,2.002994061,1.183198971,0.893612862,0.146056643,0.676254272,0.009613037,0.311706543,0.000411987,0.00201416,0,0,0,0,0.000457764,0.000808716,0.897583008,0.101119995,3.05E-05,0,0,0,0,30,60.07035828,1049.598999,0.065413907,8.286034584,3,,6.83E-05,2.905833387
Jain University,JAIN,12.90319807,77.5852571,19,3,3,,,,,0.893393219,0.200571503,-0.546853125,0.205612832,0.788042426,0.033430936,-0.451160133,0.173184303,0.546407759,0.032521018,-0.644652903,0.127666512,0.810249507,0.250396292,-0.690544426,0.177645455,0.690544426,-0.250396292,-0.810249507,0.177645455,1.546853065,0.799428497,0.106606781,0.205612832,0.546407759,0.032521018,-0.644652903,0.127666512,0.00100553,-0.294169693,-0.677781582,0.054301566,0.953865707,0.415974757,-0.245438755,0.156581505,0.632844925,0.223114847,-0.665317118,0.142143444,2300,1436.227696,1088.5,109.6440357,251.5,251.239127,250.5,0.374939559,4389,2447.950098,238.5,492.6979527,1.339953065,0.300812723,-0.8197065,0.308366571,2.19483757,1.162994599,0.920181334,0.186539746,0.737518311,0.010620117,0.24206543,0.001937866,0.007843018,1.53E-05,0,0,0,0.000289917,0.025695801,0.798614502,0.175216675,0.000183105,0,0,0,0,30,48.72214127,746.6519775,0.046545066,5.89516449,14,1,6.03E-05,2.866666714
"Christ University, Central Campus",CHRIST,12.93421103,77.60505851,19,7,7,,,,,0.896430075,0.278338767,-0.090562075,0.235713979,0.677413285,0.052411558,-0.601388872,0.186699959,0.591168106,0.023764047,-0.441867977,0.129222326,0.81921351,0.321847096,-0.078026332,0.20741888,0.078026332,-0.321847096,-0.81921351,0.20741888,1.090562105,0.721661233,0.103569925,0.235713979,0.591168106,0.023764047,-0.441867977,0.129222326,-0.083579153,-0.294867118,-0.517073154,0.048712974,0.775053144,0.37271264,-0.163570806,0.171217056,0.860262036,0.285377444,-0.387569934,0.137488761,1984.5,1388.279809,874.5,140.0753042,249,248.6431199,248,0.33393771,6186,2436.714156,1117,613.9895225,1.344505548,0.417443194,-0.135830149,0.353514176,2.022208929,1.188768748,0.724349141,0.199565461,0.832992554,0.013183594,0.096450806,0.001586914,0.049362183,1.53E-05,0.006408691,0,0,0.00894165,0.060943604,0.700073242,0.228515625,0.000991821,0.000534058,0,0,0,30,43.83714294,298.1138916,0.018579317,2.353455544,3,,6.22E-05,3.12916673
Dwarkadas J. Sanghvi College of Engineering,DJSCE,19.10758578,72.83754143,19,4,4,,,,,0.684767485,0.258050451,-0.011428571,0.136817643,0.51419735,0.116739457,-0.347248584,0.121862268,0.397727281,-0.018946027,-0.323777676,0.095184676,0.63071084,0.282470603,-0.130324751,0.11161239,0.130324751,-0.282470603,-0.63071084,0.11161239,1.011428595,0.741949549,0.315232515,0.136817643,0.397727281,-0.018946027,-0.323777676,0.095184676,-0.122422442,-0.30300875,-0.451846123,0.041808941,0.688493252,0.361501761,0.013168067,0.10309557,0.484461784,0.172549582,-0.255778819,0.095732862,3014.5,2283.483746,1738.5,131.9367758,204,204,204,0,4060.5,1762.731077,958.5,362.534281,1.027008176,0.387004664,-0.017138777,0.205187448,1.718309879,1.226528071,0.964292407,0.110950046,0.839324951,0.003723145,0.155258179,0.001678467,1.53E-05,0,0,0,0,0,0.013214111,0.846099854,0.140563965,0,0.00012207,0,0,0,30,48.50285721,670.8482056,0.039298058,5.134494305,24,1,8.51E-05,5.527500073
Cambridge Institute of Technology,CIT,13.01260952,77.70426156,19,7,7,,,,,0.930249095,0.212763687,-0.036708035,0.218087152,0.796140254,0.040430149,-0.416038394,0.190457752,0.504363,0.037491246,-0.680997193,0.139713346,0.835610509,0.275253594,-0.022522522,0.18010811,0.022522522,-0.275253594,-0.835610509,0.18010811,1.036707997,0.787236313,0.069750905,0.218087153,0.504363,0.037491246,-0.680997193,0.139713346,0.020490156,-0.287479786,-0.708778441,0.063886853,0.695600629,0.41236378,-0.283151954,0.172255486,0.741457403,0.244695041,-0.181558028,0.096682766,2064,1509.297144,1045,117.7537234,240,239.6747679,235,0.894594527,6385,2921.205448,349,678.2960976,1.395249486,0.319106001,-0.055058453,0.327088699,2.391705036,1.209100236,0.898091257,0.259800111,0.500198364,0.004653931,0.479507446,0.002944946,0.012695313,0,0,0,0,0.001037598,0.030502319,0.846908569,0.120880127,0.000671387,0,0,0,0,30,56.19464493,809.2576,0.05040349,6.3866587,1,7,4.30E-05,2.933333445
Ramaiah Institute of Technology,MSRIT,13.03083462,77.56617012,19,7,7,,,,,0.873218656,0.29039643,-0.093928978,0.228821907,0.648132801,0.068369667,-0.339990497,0.162281309,0.436238825,0.029195883,-0.46165514,0.112308898,0.79388237,0.345852517,-0.070232145,0.193295127,0.070232145,-0.345852517,-0.79388237,0.193295127,1.093928933,0.70960357,0.126781344,0.228821907,0.436238825,0.029195883,-0.46165514,0.112308898,-0.064878777,-0.281156655,-0.534944654,0.049689459,0.684159935,0.369399727,-0.153184503,0.157905547,0.634782612,0.295132396,-0.239919722,0.126297626,1781,1406.409473,995,120.6379272,233,230.2788749,227,2.54598756,5603,2519.297929,1345,542.8722748,1.30966711,0.435525673,-0.140883386,0.343172717,1.943396211,1.238407505,0.90926832,0.201935623,0.76449585,0.010940552,0.219696045,0.000350952,0.004470825,4.58E-05,0,0,0,0.000976563,0.042541504,0.838165283,0.118270874,0,4.58E-05,0,0,0,30,47.89678574,1056.5625,0.065796845,8.337774277,14,1,5.74E-05,2.680833411
PSG College Of Technology,PSG,11.02434158,77.00435851,19,8,8,,,,,0.762171149,0.227272879,-0.029713115,0.138739805,0.487952977,-0.019318986,-0.414748162,0.120063075,0.381117165,0.093387635,-0.308414102,0.088755116,0.698143363,0.290926831,-0.010321101,0.117528298,0.010321101,-0.290926831,-0.698143363,0.117528298,1.029713154,0.772727121,0.237828851,0.138739805,0.381117165,0.093387635,-0.308414102,0.088755116,-0.141453251,-0.259198205,-0.448900402,0.0377431,0.690558553,0.433057378,-0.035292625,0.103483769,0.604505658,0.310478567,-0.236725092,0.091902061,2468,2036.029693,1556,121.86633,158,158,158,0,5588,2919.281082,1289,540.4015289,1.143138289,0.340862925,-0.044563964,0.208079409,1.730524302,1.168106032,0.867824018,0.120781527,0.551757813,0.010269165,0.375991821,0.001846313,0.049377441,0,0.010757446,0,0,0.018936157,0.00012207,0.864105225,0.116836548,0,0,0,0,0,30,18.31357193,841.3325195,0.053181313,6.689033508,1,1,3.07E-05,2.747500038
University of Visvesvaraya College of Engineering,UVCE,12.97550877,77.58666757,19,5,5,,,,,0.905247509,0.439446287,-0.069204152,0.266203364,0.717614174,0.206214105,-0.461448133,0.218168335,0.492834896,-0.065854886,-0.483436465,0.155457916,0.842530012,0.473700992,-0.047010496,0.206170823,0.047010496,-0.473700992,-0.842530012,0.206170823,1.069204092,0.560553713,0.094752491,0.266203365,0.492834896,-0.065854886,-0.483436465,0.155457916,-0.099645533,-0.316017923,-0.540404856,0.066878836,0.7213552,0.247349413,-0.189833641,0.202935656,0.685380101,0.313050674,-0.320519656,0.119410616,1975,1481.239853,947,156.4190604,233,227.84437,223,1.520876434,5126,2275.477714,1202,592.9174361,1.357727051,0.6590711,-0.103797249,0.399245404,2.24550128,1.38817156,0.887467206,0.276309615,0.842712402,0.019134521,0.113449097,0.001586914,0.022644043,0.000106812,0.000366211,0,0,0.002807617,0.177108765,0.682647705,0.134780884,0,0.002655029,0,0,0,30,41.92785645,267.9803772,0.016695773,2.115216255,3,,6.96E-05,2.996666702
CMR Institute of Technology,CMRIT,12.96756994,77.71311259,19,5,5,,,,,0.844376922,0.235700728,-0.061553337,0.18602373,0.578417897,0.045398425,-0.349351019,0.120434765,0.385404348,0.037673067,-0.362058133,0.087302011,0.78319782,0.302869037,-0.111652024,0.164639466,0.111652024,-0.302869037,-0.78319782,0.164639466,1.061553359,0.764299272,0.155623078,0.18602373,0.385404348,0.037673067,-0.362058133,0.087302011,-0.057363302,-0.281399672,-0.476035058,0.038811503,0.650832236,0.400986169,-0.091036573,0.122784541,0.662506759,0.266840415,-0.288585514,0.128660578,1929,1499.587328,1080,106.7528841,240,239.023721,239,0.158886416,5966,2745.493245,1405,576.1219253,1.266372919,0.353501308,-0.092322566,0.278990686,1.879609585,1.191346049,0.884805918,0.136584402,0.75553894,0.010421753,0.213150024,0.000762939,0.020095825,3.05E-05,0,0,0,0.007492065,0.012863159,0.801574707,0.171020508,0.004669189,0.002380371,0,0,0,30,46.15750122,994.8116,0.061982922,7.852473,14,5,4.19E-05,2.989166713
Bangalore Institute of Technology,BIT,12.95501184,77.57445839,19,4,4,,,,,0.886481225,0.244221536,-0.375854224,0.214860406,0.603771567,0.034654501,-0.550958335,0.163752242,0.62337333,0.032513365,-0.422226161,0.121385085,0.79714942,0.296244869,-0.749631822,0.18253691,0.749631822,-0.296244869,-0.79714942,0.18253691,1.375854254,0.755778464,0.113518775,0.214860406,0.62337333,0.032513365,-0.422226161,0.121385085,-0.016388373,-0.293152564,-0.524769843,0.048876759,0.953046858,0.394145915,-0.150005892,0.159017296,0.674394071,0.273162235,-0.53429991,0.120635338,1867.5,1396.49813,1021,117.6804825,251.5,249.4775723,248.5,1.011052438,5523,2450.445865,1392,519.1417642,1.329535961,0.366277967,-0.563652933,0.32224102,1.947486043,1.158278634,0.572711468,0.146362247,0.854003906,0.007736206,0.121505737,0.002792358,0.011917114,0,0.002044678,0,0,0.004882813,0.023590088,0.749053955,0.222473145,0,0,0,0,0,30,59.15071487,1207.731445,0.07525675,9.533621788,1,1,7.32E-05,3.222500022
